date,team,opponent,teamOdds,drawOdds,opponentOdds
05-Jun-21,Bath,Gloucester,1.91,24,2.01
06-Jun-21,Northampton,Exeter,4.66,26.69,1.2
06-Jun-21,Exeter,Northampton,1.2,26.69,4.66
12-Jun-21,Bath,Northampton,1.32,24.77,3.41
12-Jun-21,Bristol,London Irish,1.22,29.5,4.29
12-Jun-21,Exeter,Sale,1.23,29.31,4.16
12-Jun-21,Harlequins,Newcastle,1.16,29.77,5.13
12-Jun-21,Wasps,Leicester,1.49,22.27,2.69
12-Jun-21,Worcester,Gloucester,1,1,1
12-Jun-21,Northampton,Bath,3.41,24.77,1.32
12-Jun-21,London Irish,Bristol,4.29,29.5,1.22
12-Jun-21,Sale,Exeter,4.16,29.31,1.23
12-Jun-21,Newcastle,Harlequins,5.13,29.77,1.16
12-Jun-21,Leicester,Wasps,2.69,22.27,1.49
12-Jun-21,Gloucester,Worcester,1,1,1
19-Jun-21,Exeter,Sale,1.28,24.17,3.68
19-Jun-21,Bristol,Harlequins,1.21,25.67,4.36
19-Jun-21,Sale,Exeter,3.68,24.17,1.28
19-Jun-21,Harlequins,Bristol,4.36,25.67,1.21
26-Jun-21,Exeter,Harlequins,1.23,27.5,4.17
26-Jun-21,Harlequins,Exeter,4.17,27.5,1.23
17-Sep-21,Bristol,Saracens,1.98,22.55,3.1
17-Sep-21,Saracens,Bristol,3.1,22.55,1.98
18-Sep-21,Worcester,London Irish,1.8,20.14,3.1
18-Sep-21,London Irish,Worcester,3.1,20.14,1.8
18-Sep-21,Northampton,Gloucester,1.36,22.45,3.2
18-Sep-21,Gloucester,Northampton,3.2,22.45,1.36
18-Sep-21,Northampton,Gloucester,1.36,22.45,3.2
18-Sep-21,Leicester,Exeter,2.01,21.36,1.83
18-Sep-21,Exeter,Leicester,1.83,21.36,2.01
18-Sep-21,Sale,Bath,1.38,22.18,3.1
18-Sep-21,Bath,Sale,3.1,22.18,1.38
19-Sep-21,Newcastle,Harlequins,2.65,22,1.49
19-Sep-21,Harlequins,Newcastle,1.49,22,2.65
24-Sep-21,Gloucester,Leicester,2.19,21.82,1.69
24-Sep-21,Leicester,Gloucester,1.69,21.82,2.19
25-Sep-21,Harlequins,Worcester,1.13,30.7,6.04
25-Sep-21,Worcester,Harlequins,6.04,30.7,1.13
25-Sep-21,Exeter,Northampton,1.25,25.11,4.02
25-Sep-21,Northampton,Exeter,4.02,25.11,1.25
25-Sep-21,Bath,Newcastle,1.4,23,3.03
25-Sep-21,Wasps,Bristol,2.3,22.6,1.62
25-Sep-21,Newcastle,Bath,3.03,23,1.4
25-Sep-21,Bristol,Wasps,1.62,22.6,2.3
26-Sep-21,London Irish,Sale,2.17,21.55,1.73
26-Sep-21,Sale,London Irish,1.73,21.55,2.17
01-Oct-21,Bristol,Bath,1.3,24.25,3.56
01-Oct-21,Bath,Bristol,3.56,24.25,1.3
02-Oct-21,Leicester,Saracens,2.59,19.92,1.52
02-Oct-21,Newcastle,Wasps,2,20.92,1.84
02-Oct-21,Worcester,Gloucester,1.71,20.31,2.21
02-Oct-21,Northampton,London Irish,1.3,22.58,3.58
02-Oct-21,Saracens,Leicester,1.52,19.92,2.59
02-Oct-21,Wasps,Newcastle,1.84,20.92,2
02-Oct-21,Gloucester,Worcester,2.21,20.31,1.71
02-Oct-21,London Irish,Northampton,3.58,22.58,1.3
03-Oct-21,Sale,Exeter,2.37,21.17,1.62
03-Oct-21,Exeter,Sale,1.62,21.17,2.37
08-Oct-21,Harlequins,Bristol,1.38,25.18,3.11
08-Oct-21,Bristol,Harlequins,3.11,25.18,1.38
09-Oct-21,Exeter,Worcester,1.05,39.55,8.71
09-Oct-21,Gloucester,Sale,1.51,22.64,2.6
09-Oct-21,London Irish,Leicester,2.41,22.73,1.59
09-Oct-21,Saracens,Newcastle,1.07,35.82,8.32
09-Oct-21,Worcester,Exeter,8.71,39.55,1.05
09-Oct-21,Sale,Gloucester,2.6,22.64,1.51
09-Oct-21,Leicester,London Irish,1.59,22.73,2.41
09-Oct-21,Newcastle,Saracens,8.32,35.82,1.07
10-Oct-21,Wasps,Northampton,1.79,22.36,2.08
10-Oct-21,Northampton,Wasps,2.08,22.36,1.79
15-Oct-21,Sale,Harlequins,2.09,21.08,1.8
15-Oct-21,Harlequins,Sale,1.8,21.08,2.09
16-Oct-21,Newcastle,Bristol,1.64,22,2.4
16-Oct-21,Wasps,Exeter,3.03,23.75,1.4
16-Oct-21,Worcester,Leicester,3.7,23.75,1.29
16-Oct-21,Bristol,Newcastle,2.4,22,1.64
16-Oct-21,Exeter,Wasps,1.4,23.75,3.03
16-Oct-21,Leicester,Worcester,1.29,23.75,3.7
17-Oct-21,Bath,Saracens,3.7,23.92,1.29
17-Oct-21,London Irish,Gloucester,1.7,22.42,2.17
17-Oct-21,Saracens,Bath,1.29,23.92,3.7
17-Oct-21,Gloucester,London Irish,2.17,22.42,1.7
22-Oct-21,Northampton,Worcester,1.09,34.25,7.28
22-Oct-21,Worcester,Northampton,7.28,34.25,1.09
23-Oct-21,Exeter,London Irish,1.07,34.13,8.43
23-Oct-21,Gloucester,Newcastle,1.44,22.25,2.88
23-Oct-21,Harlequins,Bath,1.13,35.63,5.98
23-Oct-21,Leicester,Sale,1.33,23.25,3.42
23-Oct-21,London Irish,Exeter,8.43,34.13,1.07
23-Oct-21,Newcastle,Gloucester,2.88,22.25,1.44
23-Oct-21,Bath,Harlequins,5.98,35.63,1.13
23-Oct-21,Sale,Leicester,3.42,23.25,1.33
24-Oct-21,Saracens,Wasps,1.01,36.33,17.67
24-Oct-21,Wasps,Saracens,17.67,36.33,1.01
29-Oct-21,Gloucester,Exeter,2.16,22.63,1.71
29-Oct-21,Exeter,Gloucester,1.71,22.63,2.16
30-Oct-21,Bath,Wasps,2.62,20.86,1.5
30-Oct-21,London Irish,Bristol,1.67,20.57,2.29
30-Oct-21,Northampton,Leicester,1.87,21.86,1.98
30-Oct-21,Worcester,Sale,4.98,28.71,1.16
30-Oct-21,Wasps,Bath,1.5,20.86,2.62
30-Oct-21,Bristol,London Irish,2.29,20.57,1.67
30-Oct-21,Leicester,Northampton,1.98,21.86,1.87
30-Oct-21,Sale,Worcester,1.16,28.71,4.98
31-Oct-21,Harlequins,Saracens,2.8,23.86,1.45
31-Oct-21,Saracens,Harlequins,1.45,23.86,2.8
05-Nov-21,Leicester,Bath,1.08,36.9,7.67
05-Nov-21,Bath,Leicester,7.67,36.9,1.08
06-Nov-21,Exeter,Newcastle,1.18,29.8,4.9
06-Nov-21,Sale,Northampton,1.3,24.1,3.61
06-Nov-21,Bristol,Worcester,1.13,31.8,5.9
06-Nov-21,Saracens,London Irish,1.15,29.8,5.39
06-Nov-21,Newcastle,Exeter,4.9,29.8,1.18
06-Nov-21,Northampton,Sale,3.61,24.1,1.3
06-Nov-21,Worcester,Bristol,5.9,31.8,1.13
06-Nov-21,London Irish,Saracens,5.39,29.8,1.15
07-Nov-21,Wasps,Harlequins,1.88,21.64,1.97
07-Nov-21,Harlequins,Wasps,1.97,21.64,1.88
26-Nov-21,Bath,Exeter,3.75,23.09,1.28
26-Nov-21,Bristol,Northampton,1.64,20.91,2.28
26-Nov-21,Wasps,Gloucester,1.57,19.82,2.45
26-Nov-21,Exeter,Bath,1.28,23.09,3.75
26-Nov-21,Northampton,Bristol,2.28,20.91,1.64
26-Nov-21,Gloucester,Wasps,2.45,19.82,1.57
27-Nov-21,Newcastle,Worcester,1.23,23.78,4.22
27-Nov-21,Harlequins,London Irish,1.33,23.64,3.36
27-Nov-21,Worcester,Newcastle,4.22,23.78,1.23
27-Nov-21,London Irish,Harlequins,3.36,23.64,1.33
28-Nov-21,Saracens,Sale,1.28,25.45,3.67
28-Nov-21,Sale,Saracens,3.67,25.45,1.28
03-Dec-21,Gloucester,Bristol,1.64,21.55,2.31
03-Dec-21,Bristol,Gloucester,2.31,21.55,1.64
04-Dec-21,Exeter,Saracens,1.76,21.64,2.11
04-Dec-21,London Irish,Newcastle,1.4,21.64,3.01
04-Dec-21,Northampton,Bath,1.19,28.82,4.56
04-Dec-21,Worcester,Wasps,1.97,21.82,1.86
04-Dec-21,Saracens,Exeter,2.11,21.64,1.76
04-Dec-21,Newcastle,London Irish,3.01,21.64,1.4
04-Dec-21,Bath,Northampton,4.56,28.82,1.19
04-Dec-21,Wasps,Worcester,1.86,21.82,1.97
05-Dec-21,Leicester,Harlequins,1.34,23.55,3.3
05-Dec-21,Harlequins,Leicester,3.3,23.55,1.34
26-Dec-21,Bath,Gloucester,2.51,21.92,1.54
26-Dec-21,Newcastle,Sale,2.06,21.2,1.79
26-Dec-21,Saracens,Worcester,1.03,40.17,10.97
26-Dec-21,Wasps,London Irish,1.91,21.09,1.92
26-Dec-21,Bristol,Leicester,2.22,20.92,1.67
26-Dec-21,Gloucester,Bath,1.54,21.92,2.51
26-Dec-21,Sale,Newcastle,1.79,21.2,2.06
26-Dec-21,Worcester,Saracens,10.97,40.17,1.03
26-Dec-21,London Irish,Wasps,1.92,21.09,1.91
26-Dec-21,Leicester,Bristol,1.67,20.92,2.22
27-Dec-21,Harlequins,Northampton,1.51,22.33,2.64
27-Dec-21,Northampton,Harlequins,2.64,22.33,1.51
01-Jan-22,Exeter,Bristol,1.27,25.5,3.75
01-Jan-22,Sale,Wasps,1.17,28.33,4.83
01-Jan-22,Bristol,Exeter,3.75,25.5,1.27
01-Jan-22,Wasps,Sale,4.83,28.33,1.17
02-Jan-22,Gloucester,Harlequins,2.01,20.25,1.85
02-Jan-22,Leicester,Newcastle,1.12,30.92,6.24
02-Jan-22,Northampton,Saracens,3,24.17,1.4
02-Jan-22,Harlequins,Gloucester,1.85,20.25,2.01
02-Jan-22,Newcastle,Leicester,6.24,30.92,1.12
02-Jan-22,Saracens,Northampton,1.4,24.17,3
03-Jan-22,London Irish,Bath,1,1,1
03-Jan-22,Bath,London Irish,1,1,1
07-Jan-22,Bristol,Sale,1.76,22,2.11
07-Jan-22,Sale,Bristol,2.11,22,1.76
08-Jan-22,Harlequins,Exeter,1.63,22,2.3
08-Jan-22,Newcastle,Northampton,1.8,21.25,2.06
08-Jan-22,Saracens,Gloucester,1.14,29.17,5.7
08-Jan-22,Exeter,Harlequins,2.3,22,1.63
08-Jan-22,Northampton,Newcastle,2.06,21.25,1.8
08-Jan-22,Gloucester,Saracens,5.7,29.17,1.14
09-Jan-22,Bath,Worcester,1.82,21.42,2.03
09-Jan-22,Wasps,Leicester,3.11,24.92,1.37
09-Jan-22,Worcester,Bath,2.03,21.42,1.82
09-Jan-22,Leicester,Wasps,1.37,24.92,3.11
28-Jan-22,Bath,Harlequins,4.5,30.33,1.2
28-Jan-22,Harlequins,Bath,1.2,30.33,4.5
29-Jan-22,Newcastle,Gloucester,2.45,20.9,1.56
29-Jan-22,London Irish,Exeter,1.8,21.42,2.04
29-Jan-22,Worcester,Northampton,2.15,21.08,1.74
29-Jan-22,Gloucester,Newcastle,1.56,20.9,2.45
29-Jan-22,Exeter,London Irish,2.04,21.42,1.8
29-Jan-22,Northampton,Worcester,1.74,21.08,2.15
30-Jan-22,Sale,Leicester,1.6,21.25,2.39
30-Jan-22,Wasps,Saracens,2.72,22.25,1.48
30-Jan-22,Leicester,Sale,2.39,21.25,1.6
30-Jan-22,Saracens,Wasps,1.48,22.25,2.72
04-Feb-22,Gloucester,London Irish,1.42,22.58,2.87
04-Feb-22,London Irish,Gloucester,2.87,22.58,1.42
05-Feb-22,Leicester,Worcester,1.03,38.25,10.47
05-Feb-22,Saracens,Bath,1.07,34.92,7.65
05-Feb-22,Exeter,Wasps,2.39,20.91,1.59
05-Feb-22,Bristol,Newcastle,1.17,26.83,4.91
05-Feb-22,Worcester,Leicester,10.47,38.25,1.03
05-Feb-22,Bath,Saracens,7.65,34.92,1.07
05-Feb-22,Wasps,Exeter,1.59,20.91,2.39
05-Feb-22,Newcastle,Bristol,4.91,26.83,1.17
06-Feb-22,Harlequins,Sale,2.58,22.36,1.52
06-Feb-22,Sale,Harlequins,1.52,22.36,2.58
11-Feb-22,Bristol,London Irish,1.46,22.73,2.76
11-Feb-22,Leicester,Northampton,1.27,24.82,3.78
11-Feb-22,London Irish,Bristol,2.76,22.73,1.46
11-Feb-22,Northampton,Leicester,3.78,24.82,1.27
12-Feb-22,Exeter,Gloucester,1.8,20.25,2.04
12-Feb-22,Sale,Worcester,1.02,40,12.38
12-Feb-22,Wasps,Bath,1.1,30.21,6.68
12-Feb-22,Gloucester,Exeter,2.04,20.25,1.8
12-Feb-22,Worcester,Sale,12.38,40,1.02
12-Feb-22,Bath,Wasps,6.68,30.21,1.1
13-Feb-22,Saracens,Harlequins,1.14,26.83,5.84
13-Feb-22,Harlequins,Saracens,5.84,26.83,1.14
18-Feb-22,Worcester,Bristol,3.36,22.17,1.34
18-Feb-22,Bristol,Worcester,1.34,22.17,3.36
19-Feb-22,Bath,Leicester,4.22,25.67,1.23
19-Feb-22,Harlequins,Wasps,1.75,19.09,2.13
19-Feb-22,London Irish,Saracens,2.63,21.17,1.51
19-Feb-22,Northampton,Sale,2.49,19.91,1.57
19-Feb-22,Leicester,Bath,1.23,25.67,4.22
19-Feb-22,Wasps,Harlequins,2.13,19.09,1.75
19-Feb-22,Saracens,London Irish,1.51,21.17,2.63
19-Feb-22,Sale,Northampton,1.57,19.91,2.49
20-Feb-22,Newcastle,Exeter,2.52,21.25,1.55
20-Feb-22,Exeter,Newcastle,1.55,21.25,2.52
25-Feb-22,Bristol,Wasps,2.41,22.18,1.58
25-Feb-22,Sale,London Irish,1.27,24.27,3.83
25-Feb-22,Worcester,Harlequins,3.13,22.92,1.37
25-Feb-22,Wasps,Bristol,1.58,22.18,2.41
25-Feb-22,London Irish,Sale,3.83,24.27,1.27
25-Feb-22,Harlequins,Worcester,1.37,22.92,3.13
26-Feb-22,Leicester,Gloucester,1.39,21.33,3.03
26-Feb-22,Newcastle,Bath,1.63,19.29,2.33
26-Feb-22,Gloucester,Leicester,3.03,21.33,1.39
26-Feb-22,Bath,Newcastle,2.33,19.29,1.63
27-Feb-22,Northampton,Exeter,1.7,22.25,2.17
27-Feb-22,Exeter,Northampton,2.17,22.25,1.7
04-Mar-22,Harlequins,Newcastle,1.07,32.27,7.95
04-Mar-22,Newcastle,Harlequins,7.95,32.27,1.07
05-Mar-22,Bath,Bristol,1.74,21.33,2.13
05-Mar-22,Gloucester,Northampton,1.41,22.83,2.93
05-Mar-22,London Irish,Worcester,1.09,32.58,7.42
05-Mar-22,Saracens,Leicester,1.38,22.75,3.13
05-Mar-22,Bristol,Bath,2.13,21.33,1.74
05-Mar-22,Northampton,Gloucester,2.93,22.83,1.41
05-Mar-22,Worcester,London Irish,7.42,32.58,1.09
05-Mar-22,Leicester,Saracens,3.13,22.75,1.38
06-Mar-22,Exeter,Sale,1.65,21.91,2.27
06-Mar-22,Sale,Exeter,2.27,21.91,1.65
12-Mar-22,Leicester,London Irish,1.42,22.08,2.89
12-Mar-22,Newcastle,Saracens,4.4,23.92,1.2
12-Mar-22,Sale,Gloucester,1.19,24.42,4.6
12-Mar-22,Worcester,Exeter,3.4,21.82,1.32
12-Mar-22,London Irish,Leicester,2.89,22.08,1.42
12-Mar-22,Saracens,Newcastle,1.2,23.92,4.4
12-Mar-22,Gloucester,Sale,4.6,24.42,1.19
12-Mar-22,Exeter,Worcester,1.32,21.82,3.4
13-Mar-22,Bristol,Harlequins,1.92,20.36,1.89
13-Mar-22,Northampton,Wasps,1.96,21.45,1.86
13-Mar-22,Harlequins,Bristol,1.89,20.36,1.92
13-Mar-22,Wasps,Northampton,1.86,21.45,1.96
25-Mar-22,Gloucester,Worcester,1.09,37.33,7.97
25-Mar-22,Worcester,Gloucester,7.97,37.33,1.09
26-Mar-22,Bath,Sale,2.68,23.36,1.49
26-Mar-22,London Irish,Northampton,1.56,23,2.45
26-Mar-22,Saracens,Bristol,1.07,36,8.21
26-Mar-22,Wasps,Newcastle,1.08,35.18,7.27
26-Mar-22,Sale,Bath,1.49,23.36,2.68
26-Mar-22,Northampton,London Irish,2.45,23,1.56
26-Mar-22,Bristol,Saracens,8.21,36,1.07
26-Mar-22,Newcastle,Wasps,7.27,35.18,1.08
27-Mar-22,Exeter,Leicester,1.94,21.92,1.91
27-Mar-22,Leicester,Exeter,1.91,21.92,1.94
01-Apr-22,Sale,Saracens,2.23,22.45,1.68
01-Apr-22,Saracens,Sale,1.68,22.45,2.23
02-Apr-22,Exeter,Bath,1.14,29.58,5.48
02-Apr-22,Gloucester,Wasps,1.51,22.25,2.6
02-Apr-22,Northampton,Bristol,1.52,23.5,2.58
02-Apr-22,Worcester,Newcastle,1.61,21.33,2.38
02-Apr-22,Bath,Exeter,5.48,29.58,1.14
02-Apr-22,Wasps,Gloucester,2.6,22.25,1.51
02-Apr-22,Bristol,Northampton,2.58,23.5,1.52
02-Apr-22,Newcastle,Worcester,2.38,21.33,1.61
03-Apr-22,London Irish,Harlequins,2.52,23,1.54
03-Apr-22,Harlequins,London Irish,1.54,23,2.52
22-Apr-22,Bristol,Gloucester,2.15,21.75,1.73
22-Apr-22,Newcastle,London Irish,2.56,21.18,1.52
22-Apr-22,Gloucester,Bristol,1.73,21.75,2.15
22-Apr-22,London Irish,Newcastle,1.52,21.18,2.56
23-Apr-22,Bath,Northampton,1.91,20.55,1.92
23-Apr-22,Harlequins,Leicester,1.52,21.42,2.58
23-Apr-22,Wasps,Worcester,1.06,35.09,8.38
23-Apr-22,Northampton,Bath,1.92,20.55,1.91
23-Apr-22,Leicester,Harlequins,2.58,21.42,1.52
23-Apr-22,Worcester,Wasps,8.38,35.09,1.06
24-Apr-22,Saracens,Exeter,1.22,25.18,4.31
24-Apr-22,Exeter,Saracens,4.31,25.18,1.22
29-Apr-22,Northampton,Harlequins,2.26,23.2,1.65
29-Apr-22,Sale,Newcastle,1.09,31.5,6.84
29-Apr-22,Harlequins,Northampton,1.65,23.2,2.26
29-Apr-22,Newcastle,Sale,6.84,31.5,1.09
30-Apr-22,Gloucester,Bath,1.22,27.67,4.2
30-Apr-22,Leicester,Bristol,1.16,30.91,5.08
30-Apr-22,Worcester,Saracens,8.98,40,1.04
30-Apr-22,Bath,Gloucester,4.2,27.67,1.22
30-Apr-22,Bristol,Leicester,5.08,30.91,1.16
30-Apr-22,Saracens,Worcester,1.04,40,8.98
01-May-22,London Irish,Wasps,1.91,21.44,1.91
01-May-22,Wasps,London Irish,1.91,21.44,1.91
20-May-22,Bristol,Exeter,2.6,20.85,1.54
20-May-22,Wasps,Sale,1.62,22.54,2.34
20-May-22,Exeter,Bristol,1.54,20.85,2.6
20-May-22,Sale,Wasps,2.34,22.54,1.62
21-May-22,Saracens,Northampton,1.12,30.58,5.93
21-May-22,Bath,London Irish,1.71,21.31,2.18
21-May-22,Harlequins,Gloucester,1.32,23.62,3.44
21-May-22,Newcastle,Leicester,4.77,26,1.19
21-May-22,Northampton,Saracens,5.93,30.58,1.12
21-May-22,London Irish,Bath,2.18,21.31,1.71
21-May-22,Gloucester,Harlequins,3.44,23.62,1.32
21-May-22,Leicester,Newcastle,1.19,26,4.77
04-Jun-22,Exeter,Harlequins,1.69,20.85,2.21
04-Jun-22,Gloucester,Saracens,1.24,25.69,4.05
04-Jun-22,Leicester,Wasps,1.34,22.85,3.25
04-Jun-22,Northampton,Newcastle,1.06,36.08,8.45
04-Jun-22,Sale,Bristol,1.23,24.69,4.11
04-Jun-22,Worcester,Bath,1.93,20.08,1.91
04-Jun-22,Harlequins,Exeter,2.21,20.85,1.69
04-Jun-22,Saracens,Gloucester,4.05,25.69,1.24
04-Jun-22,Wasps,Leicester,3.25,22.85,1.34
04-Jun-22,Newcastle,Northampton,8.45,36.08,1.06
04-Jun-22,Bristol,Sale,4.11,24.69,1.23
04-Jun-22,Bath,Worcester,1.91,20.08,1.93
11-Jun-22,Leicester,Northampton,1.19,28.54,4.68
11-Jun-22,Saracens,Harlequins,1.32,24.62,3.48
11-Jun-22,Northampton,Leicester,4.68,28.54,1.19
11-Jun-22,Harlequins,Saracens,3.48,24.62,1.32
18-Jun-22,Leicester,Saracens,2.83,21.92,1.46
18-Jun-22,Saracens,Leicester,1.46,21.92,2.83
10-Sep-22,Bristol,Bath,1.24,28.92,4.04
10-Sep-22,Exeter,Leicester,2.06,22.33,1.8
10-Sep-22,London Irish,Worcester,1.13,31.01,6
10-Sep-22,Newcastle,Harlequins,2.92,24.51,1.42
10-Sep-22,Bath,Bristol,4.04,28.92,1.24
10-Sep-22,Leicester,Exeter,1.8,22.33,2.06
10-Sep-22,Worcester,London Irish,6,31.01,1.13
10-Sep-22,Harlequins,Newcastle,1.42,24.51,2.92
11-Sep-22,Gloucester,Wasps,1.36,27.08,3.16
11-Sep-22,Sale,Northampton,1.4,23.51,3.01
11-Sep-22,Wasps,Gloucester,3.16,27.08,1.36
11-Sep-22,Northampton,Sale,3.01,23.51,1.4
17-Sep-22,Bath,Sale,1.99,23,1.83
17-Sep-22,Harlequins,Saracens,2.62,24.92,1.5
17-Sep-22,Leicester,Newcastle,1.05,38.77,9
17-Sep-22,Wasps,Bristol,1.52,24.12,2.59
17-Sep-22,Northampton,London Irish,1.42,25.49,2.89
17-Sep-22,Sale,Bath,1.83,23,1.99
17-Sep-22,Saracens,Harlequins,1.5,24.92,2.62
17-Sep-22,Newcastle,Leicester,9,38.77,1.05
17-Sep-22,Bristol,Wasps,2.59,24.12,1.52
17-Sep-22,London Irish,Northampton,2.89,25.49,1.42
18-Sep-22,Worcester,Exeter,5.62,34.62,1.13
18-Sep-22,Exeter,Worcester,1.13,34.62,5.62
23-Sep-22,Bath,Wasps,1.82,22.47,2.01
23-Sep-22,Wasps,Bath,2.01,22.47,1.82
24-Sep-22,Bristol,London Irish,1.31,25.21,3.47
24-Sep-22,Northampton,Leicester,1.82,22.92,2.03
24-Sep-22,Saracens,Gloucester,1.21,26.92,4.3
24-Sep-22,Worcester,Newcastle,1.74,20.77,2.14
24-Sep-22,London Irish,Bristol,3.47,25.21,1.31
24-Sep-22,Leicester,Northampton,2.03,22.92,1.82
24-Sep-22,Gloucester,Saracens,4.3,26.92,1.21
24-Sep-22,Newcastle,Worcester,2.14,20.77,1.74
25-Sep-22,Exeter,Harlequins,1.29,27.08,3.65
25-Sep-22,Harlequins,Exeter,3.65,27.08,1.29
30-Sep-22,Newcastle,Bristol,2.4,23.23,1.59
30-Sep-22,Bristol,Newcastle,1.59,23.23,2.4
01-Oct-22,Sale,Exeter,1.61,23.73,2.34
01-Oct-22,Saracens,Leicester,1.42,23.77,2.89
01-Oct-22,London Irish,Bath,1.29,26.8,3.58
01-Oct-22,Exeter,Sale,2.34,23.73,1.61
01-Oct-22,Leicester,Saracens,2.89,23.77,1.42
01-Oct-22,Bath,London Irish,3.58,26.8,1.29
02-Oct-22,Harlequins,Northampton,1.45,25.69,2.78
02-Oct-22,Northampton,Harlequins,2.78,25.69,1.45
07-Oct-22,Bristol,Exeter,2.02,23.62,1.82
07-Oct-22,Exeter,Bristol,1.82,23.62,2.02
08-Oct-22,Bath,Gloucester,3.28,26.55,1.34
08-Oct-22,Leicester,Sale,1.33,24.65,3.34
08-Oct-22,Gloucester,Bath,1.34,26.55,3.28
08-Oct-22,Sale,Leicester,3.34,24.65,1.33
09-Oct-22,Newcastle,Saracens,3.86,27.44,1.26
09-Oct-22,Wasps,Northampton,1.87,25.08,1.95
09-Oct-22,Saracens,Newcastle,1.26,27.44,3.86
09-Oct-22,Northampton,Wasps,1.95,25.08,1.87
14-Oct-22,Sale,London Irish,1.18,29.17,4.8
14-Oct-22,London Irish,Sale,4.8,29.17,1.18
15-Oct-22,Gloucester,Bristol,1.28,26.92,3.73
15-Oct-22,Northampton,Newcastle,1.08,37.25,7.32
15-Oct-22,Saracens,Bath,1.04,43.3,10.08
15-Oct-22,Bristol,Gloucester,3.73,26.92,1.28
15-Oct-22,Newcastle,Northampton,7.32,37.25,1.08
15-Oct-22,Bath,Saracens,10.08,43.3,1.04
16-Oct-22,Harlequins,Leicester,1.67,23.92,2.23
16-Oct-22,Leicester,Harlequins,2.23,23.92,1.67
21-Oct-22,London Irish,Gloucester,1.74,23.15,2.12
21-Oct-22,Gloucester,London Irish,2.12,23.15,1.74
22-Oct-22,Bath,Northampton,2.57,24,1.51
22-Oct-22,Exeter,Saracens,1.77,22.31,2.09
22-Oct-22,Northampton,Bath,1.51,24,2.57
22-Oct-22,Saracens,Exeter,2.09,22.31,1.77
23-Oct-22,Sale,Harlequins,1.29,26.77,3.59
23-Oct-22,Harlequins,Sale,3.59,26.77,1.29
28-Oct-22,Gloucester,Exeter,1.88,23.38,1.96
28-Oct-22,Exeter,Gloucester,1.96,23.38,1.88
29-Oct-22,Harlequins,London Irish,1.24,28.31,4.01
29-Oct-22,Northampton,Bristol,1.78,22.04,2.07
29-Oct-22,London Irish,Harlequins,4.01,28.31,1.24
29-Oct-22,Bristol,Northampton,2.07,22.04,1.78
30-Oct-22,Saracens,Sale,1.51,24.69,2.59
30-Oct-22,Sale,Saracens,2.59,24.69,1.51
04-Nov-22,Northampton,Exeter,1.64,22.38,2.3
04-Nov-22,Exeter,Northampton,2.3,22.38,1.64
05-Nov-22,Bristol,Saracens,3.14,24.69,1.36
05-Nov-22,Newcastle,Bath,1.67,19.99,2.24
05-Nov-22,Sale,Gloucester,1.25,27.38,3.9
05-Nov-22,Saracens,Bristol,1.36,24.69,3.14
05-Nov-22,Bath,Newcastle,2.24,19.99,1.67
05-Nov-22,Gloucester,Sale,3.9,27.38,1.25
11-Nov-22,Bath,Leicester,2.61,23.23,1.51
11-Nov-22,Leicester,Bath,1.51,23.23,2.61
12-Nov-22,Exeter,London Irish,1.49,22.94,2.65
12-Nov-22,Gloucester,Newcastle,1.14,29.73,5.51
12-Nov-22,London Irish,Exeter,2.65,22.94,1.49
12-Nov-22,Newcastle,Gloucester,5.51,29.73,1.14
13-Nov-22,Saracens,Northampton,1.41,26.54,2.94
13-Nov-22,Northampton,Saracens,2.94,26.54,1.41
25-Nov-22,Harlequins,Gloucester,1.43,26.57,2.88
25-Nov-22,Newcastle,Exeter,2.27,22.37,1.65
25-Nov-22,Gloucester,Harlequins,2.88,26.57,1.43
25-Nov-22,Exeter,Newcastle,1.65,22.37,2.27
26-Nov-22,Sale,Bristol,1.26,27.29,3.82
26-Nov-22,Bristol,Sale,3.82,27.29,1.26
27-Nov-22,Leicester,London Irish,1.24,27.64,4.02
27-Nov-22,London Irish,Leicester,4.02,27.64,1.24
02-Dec-22,Bath,Harlequins,2.08,22.93,1.77
02-Dec-22,Harlequins,Bath,1.77,22.93,2.08
03-Dec-22,Bristol,Leicester,2.22,24.07,1.67
03-Dec-22,Gloucester,Northampton,1.59,24.79,2.38
03-Dec-22,London Irish,Newcastle,1.28,26.07,3.68
03-Dec-22,Leicester,Bristol,1.67,24.07,2.22
03-Dec-22,Northampton,Gloucester,2.38,24.79,1.59
03-Dec-22,Newcastle,London Irish,3.68,26.07,1.28
23-Dec-22,London Irish,Saracens,3.14,26.8,1.36
23-Dec-22,Newcastle,Sale,2.66,22.13,1.5
23-Dec-22,Saracens,London Irish,1.36,26.8,3.14
23-Dec-22,Sale,Newcastle,1.5,22.13,2.66
24-Dec-22,Exeter,Bath,1.2,29.07,4.52
24-Dec-22,Leicester,Gloucester,1.5,24.47,2.61
24-Dec-22,Bath,Exeter,4.52,29.07,1.2
24-Dec-22,Gloucester,Leicester,2.61,24.47,1.5
27-Dec-22,Harlequins,Bristol,1.28,28.5,3.7
27-Dec-22,Bristol,Harlequins,3.7,28.5,1.28
30-Dec-22,Sale,Leicester,1.58,23.69,2.42
30-Dec-22,Leicester,Sale,2.42,23.69,1.58
31-Dec-22,Bath,Newcastle,1.26,24.15,3.97
